Submission_Type,Academic_Level,Primary_Language,Word_Count,Average_Sentence_Length,Grammar_Errors,Vocabulary_Richness,Passive_Voice_Ratio,Reading_Level,Editing_Time,Revision_Count,Typing_Speed,Plagiarism_Score,Citation_Count,Punctuation_Density,Sentence_Complexity,Font_Family,Submission_Hour,Errors_per_Word,Revisions_per_Word,Citations_per_Word,Is_AI_Assisted
Essay,High_School,Native,1667,9.51,12,0.5,0.12,11.31,263.91,27.0,69.93,1.39,0.0,0.06,1.31,Helvetica,21,0.007198560287942412,0.016196760647870425,0.0,0
Essay,High_School,Native,759,24.05,10,0.72,0.2,14.99,150.54,21.0,53.18,0.18,3.0,0.02,1.24,Helvetica,4,0.013175230566534914,0.02766798418972332,0.003952569169960474,0
Research_Paper,Undergraduate,Native,553,19.95,2,0.73,0.38,14.12,25.96,1.0,1200.0,3.93,9.0,0.09,2.51,Helvetica,1,0.003616636528028933,0.0018083182640144665,0.0162748643761302,1
Lab_Report,Undergraduate,Non_Native,1300,14.24,6,0.47,0.22,14.32,149.82,17.0,56.27,5.89,3.0,0.07,2.34,Times New Roman,13,0.004615384615384616,0.013076923076923076,0.002307692307692308,0
Lab_Report,High_School,Non_Native,1146,23.83,11,0.7,0.08,13.2,170.67,28.0,39.14,0.99,3.0,0.05,2.65,Calibri,21,0.009598603839441536,0.02443280977312391,0.002617801047120419,0
Essay,Undergraduate,Native,535,15.51,16,0.61,0.25,9.87,163.25,23.0,36.67,9.14,0.0,0.07,1.46,Arial,0,0.029906542056074768,0.04299065420560748,0.0,0
Research_Paper,Undergraduate,Non_Native,669,19.58,5,0.73,0.36,9.78,98.34,28.0,30.86,12.29,17.0,0.04,2.3,Calibri,16,0.007473841554559043,0.04185351270553064,0.025411061285500747,0
Essay,Undergraduate,Native,1247,21.59,1,0.77,0.34,12.71,,2.0,1200.0,0.74,0.0,0.06,2.95,Helvetica,7,0.0008019246190858059,0.0016038492381716118,0.0,1
Essay,Undergraduate,Native,897,20.07,9,0.67,0.13,6.32,160.9,16.0,38.98,1.36,,0.07,1.22,Helvetica,6,0.010033444816053512,0.017837235228539576,,0
Lab_Report,Undergraduate,Non_Native,1478,11.49,15,0.53,0.12,12.76,144.99,,48.81,3.64,5.0,0.04,1.08,Calibri,9,0.010148849797023005,,0.0033829499323410014,0
Research_Paper,Undergraduate,Native,661,23.74,7,0.66,0.21,14.06,243.73,23.0,31.65,2.7,18.0,0.06,1.0,Arial,6,0.01059001512859304,0.03479576399394856,0.02723146747352496,0
Research_Paper,Undergraduate,Native,1456,11.01,6,0.53,0.17,11.75,130.91,20.0,,0.73,15.0,0.04,1.16,Helvetica,3,0.004120879120879121,0.013736263736263736,0.010302197802197802,0
Literature_Review,Undergraduate,Native,1630,14.57,5,0.69,0.29,11.81,83.75,23.0,37.86,9.58,29.0,0.02,2.42,Helvetica,5,0.003067484662576687,0.01411042944785276,0.017791411042944787,0
Essay,High_School,Native,930,8.79,12,0.71,0.19,9.18,117.43,19.0,31.61,5.12,6.0,0.04,1.76,Times New Roman,9,0.012903225806451613,0.02043010752688172,0.0064516129032258064,0
Lab_Report,Undergraduate,Native,1001,6.66,6,0.53,0.12,10.47,166.24,,69.52,3.08,2.0,0.04,1.73,Calibri,2,0.005994005994005994,,0.001998001998001998,0
Research_Paper,Postgraduate,Native,2033,22.94,3,0.71,0.35,14.44,,2.0,1200.0,10.4,10.0,0.11,2.08,Times New Roman,13,0.0014756517461878996,0.000983767830791933,0.004918839153959666,1
Literature_Review,Postgraduate,Native,580,10.23,10,0.69,0.19,14.44,302.31,,,5.33,28.0,0.03,1.63,Arial,6,0.017241379310344827,,0.04827586206896552,0
Lab_Report,High_School,Native,1302,19.5,4,0.69,0.2,10.29,164.0,,20.17,14.07,9.0,0.05,1.0,Calibri,3,0.0030721966205837174,,0.0069124423963133645,0
Lab_Report,Postgraduate,Native,654,17.27,11,0.54,0.12,6.13,,20.0,41.47,3.27,3.0,0.05,2.28,Arial,12,0.016819571865443424,0.03058103975535168,0.0045871559633027525,0
Essay,High_School,Native,980,18.48,8,0.47,0.0,12.34,130.41,25.0,64.05,27.8,2.0,0.06,1.72,Arial,21,0.00816326530612245,0.025510204081632654,0.0020408163265306124,0
Research_Paper,Postgraduate,Native,892,21.55,5,0.72,0.31,12.87,,0.0,0.0,5.67,9.0,0.08,2.55,Helvetica,10,0.005605381165919282,0.0,0.010089686098654708,1
Lab_Report,Postgraduate,Native,1160,22.6,3,0.73,0.32,13.59,,3.0,1200.0,0.69,2.0,0.09,2.75,Calibri,15,0.002586206896551724,0.002586206896551724,0.0017241379310344827,1
Research_Paper,Undergraduate,Native,1001,20.51,13,0.71,0.11,15.3,205.19,33.0,57.99,2.76,17.0,0.08,1.55,Times New Roman,21,0.012987012987012988,0.03296703296703297,0.016983016983016984,0
Research_Paper,Postgraduate,Native,661,9.74,6,0.83,0.22,12.23,144.37,24.0,,7.83,20.0,0.1,1.58,Helvetica,12,0.009077155824508321,0.036308623298033284,0.030257186081694403,0
Lab_Report,Undergraduate,Native,620,17.53,8,0.68,0.17,12.51,116.81,21.0,45.43,2.41,,0.03,1.63,Times New Roman,1,0.012903225806451613,0.03387096774193549,,0
Lab_Report,Undergraduate,Native,1481,19.07,5,0.72,0.22,14.7,122.93,27.0,51.98,0.64,0.0,0.06,1.0,Calibri,20,0.00337609723160027,0.01823092505064146,0.0,0
Research_Paper,Undergraduate,Native,1301,20.96,8,0.57,0.31,11.27,,19.0,31.79,8.97,,0.05,1.45,Calibri,13,0.006149116064565719,0.014604150653343582,,0
Essay,High_School,Native,950,15.28,10,0.62,0.18,10.87,230.6,24.0,32.95,2.6,5.0,0.02,1.39,Calibri,3,0.010526315789473684,0.02526315789473684,0.005263157894736842,0
Essay,Undergraduate,Native,1314,24.2,10,0.61,0.28,12.71,245.47,20.0,,8.04,6.0,0.05,1.4,Calibri,0,0.0076103500761035,0.015220700152207,0.0045662100456621,0
Research_Paper,Undergraduate,Native,1364,7.55,4,0.39,0.26,5.0,260.66,28.0,49.63,2.44,17.0,0.05,1.39,Arial,7,0.002932551319648094,0.020527859237536656,0.012463343108504398,0
Research_Paper,High_School,Non_Native,1503,18.4,15,0.53,0.16,5.76,,25.0,41.12,1.11,16.0,0.09,2.36,Helvetica,11,0.00998003992015968,0.0166333998669328,0.010645375914836993,0
Literature_Review,Undergraduate,Native,1637,17.8,7,0.6,0.24,12.73,232.65,23.0,38.88,29.28,28.0,0.08,2.72,Calibri,14,0.004276114844227245,0.014050091631032376,0.01710445937690898,0
Essay,Undergraduate,Native,1164,10.3,6,0.53,0.18,7.25,215.39,29.0,25.24,0.55,1.0,0.07,1.74,Calibri,0,0.005154639175257732,0.02491408934707904,0.000859106529209622,0
Lab_Report,Undergraduate,Native,1227,23.47,10,0.56,0.13,14.44,,20.0,21.79,0.13,5.0,0.07,1.52,Times New Roman,16,0.008149959250203748,0.016299918500407497,0.004074979625101874,0
Essay,High_School,Native,535,23.44,1,0.81,0.36,13.1,,1.0,,2.14,2.0,0.09,2.94,Arial,22,0.001869158878504673,0.001869158878504673,0.003738317757009346,1
Research_Paper,Postgraduate,Native,717,9.77,7,0.63,0.24,9.44,231.88,23.0,46.62,4.21,16.0,0.04,2.64,Arial,1,0.009762900976290097,0.03207810320781032,0.022315202231520222,0
Research_Paper,High_School,Native,1070,15.2,7,0.62,0.1,10.63,244.48,16.0,63.71,24.53,16.0,0.05,1.78,Arial,17,0.0065420560747663555,0.014953271028037384,0.014953271028037384,0
Research_Paper,Postgraduate,Native,1223,22.95,1,0.76,0.39,15.04,37.07,2.0,1200.0,6.41,6.0,0.07,2.34,Helvetica,8,0.0008176614881439084,0.001635322976287817,0.004905968928863451,1
Literature_Review,Undergraduate,Native,2190,19.94,15,0.47,0.15,10.66,211.66,27.0,31.1,0.83,31.0,0.05,1.0,Calibri,15,0.00684931506849315,0.012328767123287671,0.014155251141552512,0
Essay,Postgraduate,Native,744,23.2,2,0.77,0.26,13.39,,2.0,0.0,1.07,0.0,0.08,2.49,Helvetica,2,0.002688172043010753,0.002688172043010753,0.0,1
Literature_Review,High_School,Native,964,9.63,9,0.7,0.13,13.05,168.39,27.0,51.61,,30.0,0.08,1.24,Helvetica,23,0.00933609958506224,0.028008298755186723,0.03112033195020747,0
Essay,Undergraduate,Native,1445,23.15,1,0.75,0.31,14.56,2.15,3.0,1200.0,0.34,1.0,0.08,2.41,Times New Roman,3,0.0006920415224913495,0.0020761245674740486,0.0006920415224913495,1
Essay,Undergraduate,Native,738,17.79,6,0.69,0.25,10.9,283.64,22.0,42.19,8.69,2.0,0.07,1.72,Calibri,9,0.008130081300813009,0.02981029810298103,0.0027100271002710027,0
Lab_Report,Undergraduate,Native,1462,15.89,10,0.55,0.32,10.04,169.31,,49.93,1.88,0.0,0.07,1.0,Calibri,5,0.006839945280437756,,0.0,0
Research_Paper,Undergraduate,Native,1087,18.51,3,0.74,0.17,8.09,184.54,23.0,34.29,,20.0,0.06,2.23,Calibri,11,0.0027598896044158236,0.021159153633854646,0.01839926402943882,0
Research_Paper,Undergraduate,Native,300,9.93,5,0.57,0.21,7.44,97.72,,32.54,4.35,18.0,0.0,1.58,Calibri,2,0.016666666666666666,,0.06,0
Essay,Undergraduate,Native,1190,20.5,3,0.78,0.34,14.28,4.55,2.0,1200.0,1.15,1.0,0.07,2.4,Arial,21,0.0025210084033613447,0.0016806722689075631,0.0008403361344537816,1
Research_Paper,Undergraduate,Non_Native,1402,14.2,6,0.65,0.28,10.07,183.89,20.0,,24.82,15.0,0.06,2.28,Arial,12,0.0042796005706134095,0.014265335235378032,0.010699001426533523,0
Essay,Undergraduate,Native,1604,17.76,12,0.55,0.16,12.18,209.2,14.0,46.55,1.86,2.0,0.05,1.86,Times New Roman,2,0.007481296758104738,0.008728179551122194,0.0012468827930174563,0
Essay,Undergraduate,Native,397,16.29,5,0.73,0.26,12.69,228.06,24.0,,0.27,4.0,0.04,1.66,Arial,3,0.012594458438287154,0.060453400503778336,0.010075566750629723,0
Lab_Report,Undergraduate,Native,1576,21.9,5,0.49,0.14,9.33,224.93,19.0,78.06,,3.0,0.03,1.0,Arial,2,0.0031725888324873096,0.012055837563451776,0.0019035532994923859,0
Lab_Report,Undergraduate,Non_Native,974,16.75,2,0.44,0.12,11.36,109.74,21.0,66.73,18.1,2.0,0.03,1.0,Helvetica,21,0.002053388090349076,0.021560574948665298,0.002053388090349076,0
Lab_Report,Undergraduate,Non_Native,1192,19.27,11,0.83,0.18,14.07,120.42,27.0,36.94,6.55,3.0,0.07,1.0,Arial,18,0.009228187919463088,0.022651006711409395,0.0025167785234899327,0
Essay,High_School,Native,1335,17.57,10,0.57,0.18,9.16,177.93,20.0,42.26,4.75,0.0,0.05,1.0,Helvetica,0,0.00749063670411985,0.0149812734082397,0.0,0
Essay,Undergraduate,Non_Native,421,22.91,9,0.74,0.22,10.45,,,44.92,5.05,2.0,0.06,1.91,Times New Roman,21,0.021377672209026127,,0.004750593824228029,0
Essay,Undergraduate,Native,920,16.22,11,0.54,0.32,11.28,124.61,20.0,38.88,12.99,4.0,0.08,1.57,Calibri,3,0.011956521739130435,0.021739130434782608,0.004347826086956522,0
Research_Paper,Undergraduate,Native,665,16.06,9,0.61,0.14,9.57,67.07,21.0,66.22,,21.0,0.04,1.41,Calibri,16,0.013533834586466165,0.031578947368421054,0.031578947368421054,0
Research_Paper,High_School,Non_Native,300,18.1,7,0.61,0.3,14.86,104.28,,57.29,,,0.06,2.68,Arial,14,0.023333333333333334,,,0
Essay,Undergraduate,Non_Native,1180,15.55,11,0.47,0.07,9.94,177.93,,43.52,2.77,0.0,0.04,3.17,Times New Roman,10,0.009322033898305085,,0.0,0
Essay,Undergraduate,Native,1791,11.57,7,0.66,0.34,9.72,221.85,31.0,46.29,7.12,7.0,0.04,2.75,Helvetica,14,0.003908431044109436,0.017308766052484645,0.003908431044109436,0
Research_Paper,High_School,Native,1158,13.7,9,0.68,0.1,12.29,204.11,32.0,30.03,11.01,19.0,0.03,1.43,Times New Roman,8,0.007772020725388601,0.027633851468048358,0.016407599309153715,0
Essay,Undergraduate,Native,1182,22.97,7,0.68,0.17,5.0,217.01,23.0,74.0,13.85,,0.05,1.88,Arial,11,0.005922165820642978,0.0194585448392555,,0
Research_Paper,High_School,Native,300,17.54,3,0.67,0.12,11.44,272.18,28.0,25.07,2.88,16.0,0.04,1.48,Helvetica,17,0.01,0.09333333333333334,0.05333333333333334,0
Research_Paper,Postgraduate,Non_Native,924,13.57,12,0.54,0.29,13.52,153.74,19.0,15.17,8.95,19.0,0.08,2.77,Arial,8,0.012987012987012988,0.020562770562770564,0.020562770562770564,0
Essay,Undergraduate,Native,1230,16.87,7,0.68,0.2,15.16,237.86,32.0,73.93,2.89,1.0,0.02,1.86,Calibri,8,0.005691056910569106,0.026016260162601626,0.0008130081300813008,0
Essay,Undergraduate,Native,302,8.38,5,0.75,0.32,8.83,103.55,30.0,72.67,1.13,0.0,0.06,1.54,Helvetica,23,0.016556291390728478,0.09933774834437085,0.0,0
Essay,Undergraduate,Native,776,10.22,8,0.6,0.18,14.48,,22.0,62.74,21.65,3.0,0.03,2.2,Arial,22,0.010309278350515464,0.028350515463917526,0.003865979381443299,0
Lab_Report,Postgraduate,Native,1700,21.34,2,0.77,0.37,14.75,,,1200.0,2.42,2.0,0.08,2.21,Times New Roman,19,0.001176470588235294,,0.001176470588235294,1
Research_Paper,Postgraduate,Native,1174,11.73,6,0.55,0.19,9.73,251.93,19.0,40.72,15.77,17.0,0.05,1.68,Calibri,22,0.005110732538330494,0.016183986371379896,0.014480408858603067,0
Essay,Postgraduate,Native,1256,10.97,8,0.65,0.26,11.07,210.03,30.0,27.74,,5.0,0.05,1.72,Helvetica,18,0.006369426751592357,0.02388535031847134,0.003980891719745223,0
Lab_Report,Postgraduate,Native,372,24.64,4,0.54,0.31,11.12,188.5,22.0,66.08,20.91,9.0,0.02,2.24,Arial,19,0.010752688172043012,0.05913978494623656,0.024193548387096774,0
Lab_Report,Undergraduate,Native,841,22.42,9,0.45,0.16,11.51,165.45,23.0,38.63,1.4,2.0,0.09,2.54,Times New Roman,10,0.01070154577883472,0.027348394768133173,0.0023781212841854932,0
Research_Paper,Undergraduate,Native,778,22.45,2,0.77,0.31,13.94,22.62,1.0,1200.0,0.18,8.0,0.07,2.61,Helvetica,17,0.002570694087403599,0.0012853470437017994,0.010282776349614395,1
Research_Paper,Undergraduate,Native,1432,11.5,10,0.56,0.2,9.31,207.07,26.0,76.43,3.37,16.0,0.03,1.6,Calibri,15,0.006983240223463687,0.018156424581005588,0.0111731843575419,0
Essay,Undergraduate,Non_Native,1107,23.07,1,0.73,0.34,13.66,11.24,0.0,1200.0,1.6,3.0,0.08,2.45,Arial,6,0.0009033423667570009,0.0,0.0027100271002710027,1
Lab_Report,Postgraduate,Native,1642,19.52,6,0.7,0.25,12.13,170.3,28.0,48.07,9.48,5.0,0.06,1.17,Arial,22,0.0036540803897685747,0.01705237515225335,0.0030450669914738123,0
Research_Paper,High_School,Native,877,26.07,11,0.63,0.26,10.39,166.92,28.0,55.99,5.98,18.0,0.05,1.13,Calibri,2,0.012542759407069556,0.03192702394526796,0.020524515393386546,0
Lab_Report,High_School,Native,1832,25.52,8,0.47,0.11,9.4,116.6,23.0,46.85,22.7,7.0,0.06,1.0,Helvetica,0,0.004366812227074236,0.012554585152838428,0.003820960698689956,0
Lab_Report,High_School,Native,947,17.51,10,0.69,0.27,13.83,169.58,24.0,35.82,2.32,5.0,0.06,1.25,Times New Roman,8,0.010559662090813094,0.025343189017951427,0.005279831045406547,0
Research_Paper,Postgraduate,Native,1845,14.88,10,0.62,0.14,13.97,,21.0,32.98,5.08,19.0,0.05,2.65,Calibri,0,0.005420054200542005,0.011382113821138212,0.010298102981029811,0
Essay,Postgraduate,Native,1387,13.69,13,0.42,0.22,12.12,239.48,21.0,63.56,4.02,3.0,0.07,2.6,Calibri,14,0.009372746935832732,0.01514059120403749,0.0021629416005767843,0
Essay,Undergraduate,Native,1246,15.91,5,0.74,0.13,11.84,172.0,30.0,55.19,3.61,4.0,0.04,1.52,Arial,8,0.0040128410914927765,0.024077046548956663,0.0032102728731942215,0
Research_Paper,Undergraduate,Native,1071,18.69,6,0.52,0.16,12.99,11.69,24.0,23.21,3.86,16.0,0.05,1.77,Helvetica,2,0.0056022408963585435,0.022408963585434174,0.014939309056956116,0
Research_Paper,High_School,Native,2007,13.97,8,0.48,0.17,15.56,,30.0,59.3,26.41,23.0,0.04,2.36,Helvetica,22,0.003986048829098156,0.014947683109118086,0.0114598903836572,0
Research_Paper,Undergraduate,Native,1693,14.37,8,0.62,0.18,10.13,,28.0,22.78,1.09,20.0,0.05,2.33,Arial,16,0.004725339633786178,0.016538688718251624,0.011813349084465446,0
Research_Paper,High_School,Native,1152,20.46,1,0.72,0.35,12.02,23.95,4.0,0.0,0.51,7.0,0.06,2.55,Calibri,15,0.0008680555555555555,0.003472222222222222,0.006076388888888889,1
Lab_Report,Undergraduate,Non_Native,1726,17.09,3,0.61,0.1,11.61,201.22,18.0,,22.76,1.0,0.02,1.67,Helvetica,12,0.0017381228273464658,0.010428736964078795,0.0005793742757821553,0
Research_Paper,Postgraduate,Non_Native,1178,23.67,2,0.82,0.43,13.78,5.57,1.0,1200.0,1.34,9.0,0.07,2.56,Arial,23,0.001697792869269949,0.0008488964346349745,0.007640067911714771,1
Essay,Postgraduate,Native,1273,5.0,10,0.49,0.15,8.25,110.1,25.0,35.31,3.59,3.0,0.06,2.41,Times New Roman,12,0.007855459544383346,0.019638648860958365,0.002356637863315004,0
Research_Paper,Undergraduate,Native,1089,16.02,10,0.66,0.25,11.74,212.39,27.0,68.89,2.29,20.0,0.06,1.86,Arial,0,0.009182736455463728,0.024793388429752067,0.018365472910927456,0
Lab_Report,Undergraduate,Non_Native,989,22.94,8,0.56,0.13,11.2,224.36,29.0,31.79,9.71,1.0,0.03,1.55,Calibri,4,0.008088978766430738,0.029322548028311426,0.0010111223458038423,0
Literature_Review,Undergraduate,Native,528,11.86,5,0.53,0.24,10.64,73.68,20.0,51.2,7.99,,0.06,2.43,Helvetica,5,0.00946969696969697,0.03787878787878788,,0
Essay,High_School,Native,888,20.54,1,0.8,0.36,15.0,1.03,3.0,1200.0,6.85,,0.09,2.23,Arial,15,0.0011261261261261261,0.0033783783783783786,,1
Essay,High_School,Native,2011,14.54,7,0.69,0.06,9.2,172.69,25.0,55.12,2.75,1.0,0.02,2.33,Arial,15,0.0034808552958727,0.012431626056688214,0.0004972650422675286,0
Essay,Undergraduate,Native,1054,17.61,8,0.57,0.07,9.5,271.21,11.0,60.85,13.4,3.0,0.06,1.0,Calibri,18,0.007590132827324478,0.010436432637571158,0.0028462998102466793,0
Essay,Postgraduate,Native,1033,22.02,12,0.74,0.16,9.15,,19.0,74.62,25.59,1.0,0.06,1.94,Calibri,6,0.011616650532429816,0.018393030009680542,0.000968054211035818,0
Essay,Undergraduate,Non_Native,920,15.78,4,0.63,0.17,5.27,311.67,33.0,22.75,7.96,0.0,0.05,3.28,Calibri,9,0.004347826086956522,0.035869565217391305,0.0,0
Research_Paper,Undergraduate,Native,853,20.38,9,0.63,0.24,12.54,87.5,24.0,,2.26,17.0,0.05,2.48,Arial,3,0.010550996483001172,0.02813599062133646,0.01992966002344666,0
Research_Paper,Undergraduate,Native,1865,16.35,4,0.55,0.29,10.77,143.14,,26.16,0.41,18.0,0.05,1.83,Arial,17,0.0021447721179624667,,0.0096514745308311,0
Essay,High_School,Native,1516,19.0,10,0.49,0.14,8.1,,27.0,61.57,2.7,2.0,0.03,2.43,Arial,3,0.006596306068601583,0.017810026385224276,0.0013192612137203166,0
Essay,High_School,Non_Native,1222,17.16,11,0.66,0.37,10.14,222.84,18.0,61.33,6.44,3.0,0.04,2.76,Calibri,8,0.00900163666121113,0.014729950900163666,0.0024549918166939444,0
Essay,Undergraduate,Native,773,21.4,7,0.53,0.09,10.5,230.51,28.0,30.88,2.64,,0.04,2.22,Times New Roman,1,0.009055627425614488,0.03622250970245795,,0
Research_Paper,High_School,Non_Native,1073,19.27,3,0.66,0.15,10.7,102.47,24.0,,4.42,19.0,0.03,2.08,Arial,20,0.0027958993476234857,0.022367194780987885,0.017707362534948742,0
Essay,Undergraduate,Non_Native,2005,13.53,8,0.61,0.13,12.96,,30.0,,12.88,1.0,0.07,2.12,Arial,21,0.00399002493765586,0.014962593516209476,0.0004987531172069825,0
Research_Paper,Undergraduate,Native,1519,19.12,7,0.77,0.11,14.36,136.75,37.0,47.98,0.38,19.0,0.04,1.0,Helvetica,4,0.004608294930875576,0.024358130348913758,0.012508229098090849,0
Essay,Undergraduate,Native,1521,17.52,8,0.75,0.29,10.64,192.58,23.0,57.3,9.66,3.0,0.04,1.0,Arial,13,0.005259697567389875,0.015121630506245891,0.0019723865877712033,0
Essay,Undergraduate,Native,773,10.22,10,0.5,0.25,10.04,133.53,15.0,42.28,,4.0,0.05,2.51,Arial,20,0.0129366106080207,0.019404915912031046,0.00517464424320828,0
Research_Paper,Undergraduate,Native,1169,11.33,13,0.71,0.25,14.5,217.48,,15.8,9.11,16.0,0.04,1.42,Calibri,12,0.011120615911035072,,0.013686911890504704,0
Essay,Postgraduate,Non_Native,1547,19.75,2,0.74,0.45,13.78,9.88,,1200.0,1.03,5.0,0.09,2.04,Arial,6,0.001292824822236587,,0.003232062055591467,1
Essay,Undergraduate,Native,598,19.16,10,0.65,0.09,10.01,239.03,24.0,39.21,11.44,4.0,0.05,2.56,Times New Roman,6,0.016722408026755852,0.04013377926421405,0.006688963210702341,0
Research_Paper,Undergraduate,Native,468,20.81,4,0.45,0.16,12.05,203.48,23.0,36.34,,17.0,0.04,1.0,Times New Roman,14,0.008547008547008548,0.049145299145299144,0.03632478632478633,0
Research_Paper,Undergraduate,Non_Native,1093,20.85,0,0.73,0.36,15.01,3.73,4.0,0.0,,5.0,0.08,1.89,Calibri,11,0.0,0.0036596523330283625,0.004574565416285453,1
Essay,Postgraduate,Native,1008,20.07,7,0.57,0.19,12.34,,21.0,49.83,10.66,0.0,0.05,2.07,Arial,21,0.006944444444444444,0.020833333333333332,0.0,0
Literature_Review,High_School,Native,1323,15.31,12,0.62,0.12,13.92,117.29,26.0,19.01,4.52,25.0,0.05,2.46,Helvetica,19,0.009070294784580499,0.019652305366591082,0.01889644746787604,0
Essay,Undergraduate,Non_Native,724,19.67,11,0.7,0.12,11.94,268.34,,15.11,5.08,2.0,0.05,2.28,Calibri,22,0.015193370165745856,,0.0027624309392265192,0
Lab_Report,Undergraduate,Non_Native,1150,13.3,5,0.69,0.17,10.73,113.39,,26.53,15.82,3.0,0.07,1.88,Arial,5,0.004347826086956522,,0.0026086956521739132,0
Essay,Undergraduate,Non_Native,1925,14.51,10,0.57,0.26,7.33,170.55,36.0,47.49,14.83,4.0,0.03,1.76,Times New Roman,8,0.005194805194805195,0.0187012987012987,0.002077922077922078,0
Literature_Review,Undergraduate,Non_Native,1217,21.97,9,0.53,0.23,10.03,,29.0,56.9,19.87,,0.05,1.23,Calibri,15,0.007395234182415777,0.0238290879211175,,0
Essay,Undergraduate,Native,770,11.61,6,0.61,0.16,11.17,36.76,33.0,47.45,0.15,,0.04,1.84,Times New Roman,15,0.007792207792207792,0.04285714285714286,,0
Lab_Report,Postgraduate,Native,1520,24.01,12,0.56,0.13,10.11,109.41,,54.91,7.88,3.0,0.09,1.84,Helvetica,10,0.007894736842105263,,0.001973684210526316,0
Research_Paper,Undergraduate,Non_Native,1022,20.62,7,0.55,0.18,15.14,151.5,21.0,33.22,2.43,17.0,0.05,1.73,Calibri,2,0.00684931506849315,0.02054794520547945,0.016634050880626222,0
Research_Paper,Postgraduate,Non_Native,796,16.25,9,0.72,0.04,8.77,210.6,,53.41,0.18,17.0,0.05,2.13,Helvetica,16,0.011306532663316583,,0.02135678391959799,0
Research_Paper,Postgraduate,Non_Native,645,13.07,14,0.74,0.27,16.81,223.21,,16.16,1.06,17.0,0.04,1.51,Arial,21,0.021705426356589147,,0.02635658914728682,0
Essay,Postgraduate,Non_Native,300,13.79,8,0.67,0.23,8.46,218.64,28.0,63.28,3.95,6.0,0.07,2.8,Times New Roman,5,0.02666666666666667,0.09333333333333334,0.02,0
Literature_Review,High_School,Native,1332,16.85,8,0.68,0.32,9.45,87.42,26.0,64.17,13.96,31.0,0.09,1.81,Helvetica,16,0.006006006006006006,0.01951951951951952,0.023273273273273273,0
Essay,Undergraduate,Non_Native,912,21.62,2,0.79,0.27,14.39,,1.0,0.0,9.57,0.0,0.08,2.44,Times New Roman,14,0.0021929824561403508,0.0010964912280701754,0.0,1
Research_Paper,Undergraduate,Native,868,16.29,10,0.58,0.24,9.12,172.56,,47.27,5.22,18.0,0.06,1.28,Calibri,12,0.01152073732718894,,0.020737327188940093,0
Literature_Review,Undergraduate,Native,1365,21.37,4,0.75,0.46,13.69,3.89,1.0,1200.0,,11.0,0.08,2.37,Calibri,23,0.0029304029304029304,0.0007326007326007326,0.00805860805860806,1
Research_Paper,Postgraduate,Native,712,18.16,6,0.67,0.26,11.26,223.08,30.0,53.56,24.22,18.0,0.05,1.36,Calibri,1,0.008426966292134831,0.042134831460674156,0.025280898876404494,0
Essay,Undergraduate,Non_Native,1739,13.41,5,0.69,0.02,12.85,164.03,20.0,41.39,0.63,4.0,0.05,2.56,Helvetica,7,0.002875215641173088,0.011500862564692352,0.0023001725129384704,0
Lab_Report,Undergraduate,Native,1623,19.99,10,0.8,0.14,11.4,,,30.43,0.06,5.0,0.04,2.37,Arial,1,0.0061614294516327784,,0.0030807147258163892,0
Research_Paper,High_School,Native,1479,13.22,7,0.54,0.15,6.95,136.02,30.0,36.57,3.23,21.0,0.05,2.56,Arial,21,0.004732927653820149,0.02028397565922921,0.014198782961460446,0
Lab_Report,High_School,Native,1310,13.62,10,0.55,0.08,11.88,114.58,27.0,39.23,8.78,6.0,0.03,2.1,Helvetica,7,0.007633587786259542,0.020610687022900764,0.004580152671755725,0
